Position,Candidate,Party,Votes,% Vote Share,Registered Votes,Valid Votes,Rejected  Votes,Turnout,constituency,Assembly,Year
Winner,Jamil Ahmad Hussain Bukhari,PML-N,67542,58,239991,114152,3178,49%,NA-135 Muzaffargarh-I,National,1997
2,Sardar Abdul Qayoom Khan,PPP,40880,35,239991,114152,3178,49%,NA-135 Muzaffargarh-I,National,1997
3,Sardar Haji Rasool Bakhsh,IND,3275,3,239991,114152,3178,49%,NA-135 Muzaffargarh-I,National,1997
4,Makhdoomzada M. Abdullah Shah,IND,1410,1,239991,114152,3178,49%,NA-135 Muzaffargarh-I,National,1997
5,Manzoor Ahmad Malik,PTI,662,1,239991,114152,3178,49%,NA-135 Muzaffargarh-I,National,1997
6,Molana Shah Ahmad Noorani,IND,383,0,239991,114152,3178,49%,NA-135 Muzaffargarh-I,National,1997
Winner,Mian Atta M. Qureshi,PML-N,48505,43,231762,109016,2774,48%,NA-136 Muzaffargarh-II,National,1997
2,Nawabzada Nasrullah Khan,PDP,46096,41,231762,109016,2774,48%,NA-136 Muzaffargarh-II,National,1997
3,Ghulam M. Murtaza Khar,IND,14415,13,231762,109016,2774,48%,NA-136 Muzaffargarh-II,National,1997
Winner,Malik Ghulam M. Noor Rabani Khar,PML-N,61482,60,243391,98063,3654,42%,NA-137 Muzaffargarh-III,National,1997
2,Malik Ghulam M. Fakhar-ur-Rasul Arbi Khar,IND,14293,14,243391,98063,3654,42%,NA-137 Muzaffargarh-III,National,1997
3,Allah Bakhsh Mujahid,PPP,11527,11,243391,98063,3654,42%,NA-137 Muzaffargarh-III,National,1997
4,Sheikh M. Hussain,IND,8149,8,243391,98063,3654,42%,NA-137 Muzaffargarh-III,National,1997
5,Pir Mian Abdul Muneem Bodla,TI,1365,1,243391,98063,3654,42%,NA-137 Muzaffargarh-III,National,1997
6,Dr. Syed Ather Mehdi Kazmi,HPG,725,1,243391,98063,3654,42%,NA-137 Muzaffargarh-III,National,1997
7,Ahmad Ali Khan,PTI,522,1,243391,98063,3654,42%,NA-137 Muzaffargarh-III,National,1997
Winner,Mian Ghulam Abbas Qureshi,PML-N,71852,67,259078,104645,2674,41%,NA-138 Muzaffargarh-IV,National,1997
2,Malik Ghulam M. Mustafa Khar,IND,25910,24,259078,104645,2674,41%,NA-138 Muzaffargarh-IV,National,1997
3,Mian Salman Afaq,PPP-SB,2355,2,259078,104645,2674,41%,NA-138 Muzaffargarh-IV,National,1997
4,Qari Abdul Kareem Shahab,IND,1438,1,259078,104645,2674,41%,NA-138 Muzaffargarh-IV,National,1997
5,Niaz Ahmad Khan Buzdar Baloch,PML-J Chattha,1227,1,259078,104645,2674,41%,NA-138 Muzaffargarh-IV,National,1997
6,Mian M. Amjad Abbas,IND,1127,1,259078,104645,2674,41%,NA-138 Muzaffargarh-IV,National,1997
7,Umer Farooq Ehsan Qureshi,PTI,519,0,259078,104645,2674,41%,NA-138 Muzaffargarh-IV,National,1997
8,Ch. M. Abdullah,HPG,217,0,259078,104645,2674,41%,NA-138 Muzaffargarh-IV,National,1997
Winner,Malik Ghulam Haider Thind,PML-N,63098,60,232801,103334,2196,45%,NA-139 Layyah-I,National,1997
2,Malik Niaz Ahmad Jakhar,PPP,37933,36,232801,103334,2196,45%,NA-139 Layyah-I,National,1997
3,Zafar Iqbal Mughal,PTI,2303,2,232801,103334,2196,45%,NA-139 Layyah-I,National,1997
Winner,Sahabzada Faiz-ul-Hassan,PML-N,50710,52,222991,95884,2202,44%,NA-140 Layyah-II,National,1997
2,M. Jehangir Khan,PPP,28444,29,222991,95884,2202,44%,NA-140 Layyah-II,National,1997
3,Syed M. Hassan Shah,IND,13557,14,222991,95884,2202,44%,NA-140 Layyah-II,National,1997
4,Sahabzada Syed Faiz-ul-Hassan,PTI,1677,2,222991,95884,2202,44%,NA-140 Layyah-II,National,1997
5,Manzoor Hussain,IND,998,1,222991,95884,2202,44%,NA-140 Layyah-II,National,1997
6,Ch. Ghulam Farooq,IND,374,0,222991,95884,2202,44%,NA-140 Layyah-II,National,1997
7,Malik Mushtaq Ahmad Samtia,IND,124,0,222991,95884,2202,44%,NA-140 Layyah-II,National,1997
Winner,Nawab Salahuddin Ahmad Abbasi,PML-N,86867,69,365630,122950,3367,35%,NA-141 Bahawalpur-I,National,1997
2,Shahzada Saeed-ur-Rasheed Mehmood Abbasi,IND,28709,23,365630,122950,3367,35%,NA-141 Bahawalpur-I,National,1997
3,Farooq Ahmad Malik,PTI,7374,6,365630,122950,3367,35%,NA-141 Bahawalpur-I,National,1997
Winner,Sahabzada Farooq Anwar Abbasi,PML-N,76518,65,300660,115779,2108,39%,NA-142 Bahawalpur-II,National,1997
2,Ch. Mumtaz Ahmad Jaja,PML-J Chattha,30611,26,300660,115779,2108,39%,NA-142 Bahawalpur-II,National,1997
3,Raja Mukhtar Ali,PTI,2386,2,300660,115779,2108,39%,NA-142 Bahawalpur-II,National,1997
4,M. Javed Khan Daulatzai,IND,2001,2,300660,115779,2108,39%,NA-142 Bahawalpur-II,National,1997
5,Ehsan Bari Mian,IND,1472,1,300660,115779,2108,39%,NA-142 Bahawalpur-II,National,1997
6,Mian M. Azhar,IND,1465,1,300660,115779,2108,39%,NA-142 Bahawalpur-II,National,1997
7,Nasim Ahmad Khan,HPG,982,1,300660,115779,2108,39%,NA-142 Bahawalpur-II,National,1997
8,Malik M. Bilal,IND,344,0,300660,115779,2108,39%,NA-142 Bahawalpur-II,National,1997
Winner,Aqeel-ur-Rehman,PML-N,,0,0,0,0,0%,NA-143 Bahawalpur-III,National,1997
Winner,Prof. Dr. Noor M. Ghaffari,PML-N,70015,56,304530,121558,3699,41%,NA-144 Bahawalnagar-I,National,1997
2,Syed Rashid Ahmad Shah,PML-J Chattha,34065,27,304530,121558,3699,41%,NA-144 Bahawalnagar-I,National,1997
3,Dr. Mian Akhter Ali Laleka,JUI-S,14796,12,304530,121558,3699,41%,NA-144 Bahawalnagar-I,National,1997
4,Mian Akhter Saeed Wattoo,PTI,1628,1,304530,121558,3699,41%,NA-144 Bahawalnagar-I,National,1997
5,Zafar Ahmad Chishti,PPP-SB,1054,1,304530,121558,3699,41%,NA-144 Bahawalnagar-I,National,1997
Winner,Mian Abdul Sattar Laleka,PML-N,72440,54,321556,132109,3260,42%,NA-145 Bahawalnagar-II,National,1997
2,Mian Mumtaz Ahmad Matiana,PPP,49033,36,321556,132109,3260,42%,NA-145 Bahawalnagar-II,National,1997
3,M. Tahir Mehmood,IND,6154,5,321556,132109,3260,42%,NA-145 Bahawalnagar-II,National,1997
4,Eng. Shafiq Matela,PTI,1442,1,321556,132109,3260,42%,NA-145 Bahawalnagar-II,National,1997
5,Ehsan Bari Mian Dr. Sahib (R),IND,1393,1,321556,132109,3260,42%,NA-145 Bahawalnagar-II,National,1997
6,Mian Allahdad Khan Laleka,IND,819,1,321556,132109,3260,42%,NA-145 Bahawalnagar-II,National,1997
7,Ali M. Khan,IND,540,0,321556,132109,3260,42%,NA-145 Bahawalnagar-II,National,1997
8,Alhaj Ch. M. Sharif,IND,288,0,321556,132109,3260,42%,NA-145 Bahawalnagar-II,National,1997
Winner,Ch. Abdul Ghafoor,PML-N,72181,53,313501,132184,3647,43%,NA-146 Bahawalnagar-III,National,1997
2,Ali Akbar Mazhar Wanis,PPP,45590,34,313501,132184,3647,43%,NA-146 Bahawalnagar-III,National,1997
3,M. Bashir,IND,10752,8,313501,132184,3647,43%,NA-146 Bahawalnagar-III,National,1997
4,Ehsan Bari Mian Dr. Sahib,IND,1479,1,313501,132184,3647,43%,NA-146 Bahawalnagar-III,National,1997
5,Ch. Nazir Ahmad,PTI,1458,1,313501,132184,3647,43%,NA-146 Bahawalnagar-III,National,1997
6,Dr. Mian Akhtar Ali Laleka,IND,486,0,313501,132184,3647,43%,NA-146 Bahawalnagar-III,National,1997
7,Mian Allah Dad Khan Laleka,IND,238,0,313501,132184,3647,43%,NA-146 Bahawalnagar-III,National,1997
Winner,Syed Ahmad Mehmood,PML-N,62052,49,346753,124083,3420,37%,NA-147 Rahim Yar Khan-I,National,1997
2,Makhdoom Syed Ahmad Alam,PPP,54459,43,346753,124083,3420,37%,NA-147 Rahim Yar Khan-I,National,1997
3,Rais Mushtaq Ahmad,IND,2481,2,346753,124083,3420,37%,NA-147 Rahim Yar Khan-I,National,1997
4,Ehsan Bari Mian Dr. Sahib,IND,1991,2,346753,124083,3420,37%,NA-147 Rahim Yar Khan-I,National,1997
5,Haji M. Saifullah Khan (R),IND,1659,1,346753,124083,3420,37%,NA-147 Rahim Yar Khan-I,National,1997
6,Rais Ghulam Muhammad,PTI,1441,1,346753,124083,3420,37%,NA-147 Rahim Yar Khan-I,National,1997
Winner,Makhdoom Imdaduddin,PML-N,68742,58,361030,115676,2287,33%,NA-148 Rahim Yar Khan-II,National,1997
2,Makhdoom Shahabuddin,PPP,42683,36,361030,115676,2287,33%,NA-148 Rahim Yar Khan-II,National,1997
3,Abdul Majeed Kanju,SNP,2940,2,361030,115676,2287,33%,NA-148 Rahim Yar Khan-II,National,1997
4,Dr. M. Alam Khan Naroo,IND,1311,1,361030,115676,2287,33%,NA-148 Rahim Yar Khan-II,National,1997
Winner,Ch. M. Jaffar Iqbal,PML-N,76201,60,361031,124860,2577,35%,NA-149 Rahim Yar Khan-III,National,1997
2,Zafar Iqbal Warraich,PPP,40301,32,361031,124860,2577,35%,NA-149 Rahim Yar Khan-III,National,1997
3,Ehsan Bari Mian (R),IND,2909,2,361031,124860,2577,35%,NA-149 Rahim Yar Khan-III,National,1997
4,Javed M. Khan Mazari,HPG,1347,1,361031,124860,2577,35%,NA-149 Rahim Yar Khan-III,National,1997
5,Makhdoom Safdar Hussain,PTI,1287,1,361031,124860,2577,35%,NA-149 Rahim Yar Khan-III,National,1997
6,Ch. Iftikhar Muhammad,IND,948,1,361031,124860,2577,35%,NA-149 Rahim Yar Khan-III,National,1997
7,Abdul Majeed Kanju,SNP,612,0,361031,124860,2577,35%,NA-149 Rahim Yar Khan-III,National,1997
8,M. Sarwar Akhter,IND,492,0,361031,124860,2577,35%,NA-149 Rahim Yar Khan-III,National,1997
9,Eng. Javed Akbar,IND,422,0,361031,124860,2577,35%,NA-149 Rahim Yar Khan-III,National,1997
10,M. Azim Solangi,IND,341,0,361031,124860,2577,35%,NA-149 Rahim Yar Khan-III,National,1997
Winner,Syed Ahmad Mehmood,PML-N,76440,61,337211,122415,2055,37%,NA-150 Rahim Yar Khan-IV,National,1997
2,Sardar Rafiq Haider Khan,PPP,42687,34,337211,122415,2055,37%,NA-150 Rahim Yar Khan-IV,National,1997
3,Sabir Zaki,PTI,2017,2,337211,122415,2055,37%,NA-150 Rahim Yar Khan-IV,National,1997
4,M. Akbar Pehlwan,HPG,1271,1,337211,122415,2055,37%,NA-150 Rahim Yar Khan-IV,National,1997
Winner,Khurshid Ahmad Shah,PPP,42459,46,278148,91785,659,33%,NA-151 Sukkur,National,1997
2,Islamuddin Sheikh,IND,36369,39,278148,91785,659,33%,NA-151 Sukkur,National,1997
3,Abdul Majeed Pirzada,PPP-SB,4869,5,278148,91785,659,33%,NA-151 Sukkur,National,1997
4,Naeem Siddiqi,HPG,2980,3,278148,91785,659,33%,NA-151 Sukkur,National,1997
5,Syed Abid Shah Mosavi,PML-N,2872,3,278148,91785,659,33%,NA-151 Sukkur,National,1997
6,Abdul Qayoom Qureshi,IND,329,0,278148,91785,659,33%,NA-151 Sukkur,National,1997
7,Syed Pervaiz Ali Shah,IND,303,0,278148,91785,659,33%,NA-151 Sukkur,National,1997
8,Shahid Hussain Mangi,PTI,238,0,278148,91785,659,33%,NA-151 Sukkur,National,1997
9,Fazal Rahman Paracha,IND,216,0,278148,91785,659,33%,NA-151 Sukkur,National,1997
10,Agha Fakhruddin Khan,IND,169,0,278148,91785,659,33%,NA-151 Sukkur,National,1997
11,Lashkar Ali Khan Sheikh,IND,152,0,278148,91785,659,33%,NA-151 Sukkur,National,1997
12,Farkh Adil Sheikh,IND,143,0,278148,91785,659,33%,NA-151 Sukkur,National,1997
13,Haji Yar M. Ghumro,IND,116,0,278148,91785,659,33%,NA-151 Sukkur,National,1997
14,Syed Javed Hussain Shah,IND,100,0,278148,91785,659,33%,NA-151 Sukkur,National,1997
15,Hidayatullah,IND,97,0,278148,91785,659,33%,NA-151 Sukkur,National,1997
16,Zafar Khan Gadi Pathan,IND,86,0,278148,91785,659,33%,NA-151 Sukkur,National,1997
17,Rahim Bakhsh,IND,70,0,278148,91785,659,33%,NA-151 Sukkur,National,1997
18,Ali Nawaz Shah,IND,64,0,278148,91785,659,33%,NA-151 Sukkur,National,1997
19,Seth M. Taj Dar,IND,59,0,278148,91785,659,33%,NA-151 Sukkur,National,1997
20,Chuhan Manzoor Ali Sajidi,IND,50,0,278148,91785,659,33%,NA-151 Sukkur,National,1997
21,Najumuddin Sheikh,IND,44,0,278148,91785,659,33%,NA-151 Sukkur,National,1997
Winner,Ali M. Khan,PPP,51816,68,215930,74729,2004,36%,NA-152 Sukkur-cum-Ghotki,National,1997
2,Sardar Haji Khan,IND,11840,15,215930,74729,2004,36%,NA-152 Sukkur-cum-Ghotki,National,1997
3,Molana Abdul Qayoom Halejivi,JUI,8457,11,215930,74729,2004,36%,NA-152 Sukkur-cum-Ghotki,National,1997
4,M. Sabir Kamboh,HPG,948,1,215930,74729,2004,36%,NA-152 Sukkur-cum-Ghotki,National,1997
5,Amanullah,IND,637,1,215930,74729,2004,36%,NA-152 Sukkur-cum-Ghotki,National,1997
6,Sardar Ali Gohar Khan Mehar,IND,228,0,215930,74729,2004,36%,NA-152 Sukkur-cum-Ghotki,National,1997
7,Faizullah Korai,IND,214,0,215930,74729,2004,36%,NA-152 Sukkur-cum-Ghotki,National,1997
8,Abdul Kalam Shah,IND,212,0,215930,74729,2004,36%,NA-152 Sukkur-cum-Ghotki,National,1997
9,Abdul Latif Shah Jilani,IND,190,0,215930,74729,2004,36%,NA-152 Sukkur-cum-Ghotki,National,1997
10,Jam Saifullah Khan Dharejo,IND,187,0,215930,74729,2004,36%,NA-152 Sukkur-cum-Ghotki,National,1997
Winner,Khalid Ahmad Khan Lund,PPP,46385,55,231569,83129,1332,36%,NA-153 Ghotki,National,1997
2,Faqir Abdul Haq,IND,31825,38,231569,83129,1332,36%,NA-153 Ghotki,National,1997
3,Molvi M. Ishaq,JUI,2583,3,231569,83129,1332,36%,NA-153 Ghotki,National,1997
4,Haji Ahmad Yar Khan,IND,840,1,231569,83129,1332,36%,NA-153 Ghotki,National,1997
5,Shabrati,IND,772,1,231569,83129,1332,36%,NA-153 Ghotki,National,1997
6,Mian Farooq Ahmad,IND,463,1,231569,83129,1332,36%,NA-153 Ghotki,National,1997
7,M. Amin Soomro,IND,261,0,231569,83129,1332,36%,NA-153 Ghotki,National,1997
Winner,Aftab Shahban Mirani,PPP,20806,29,203814,70295,2160,36%,NA-154 Shikarpur-I,National,1997
2,Molvi M. Alim Pahore,JUI,19069,26,203814,70295,2160,36%,NA-154 Shikarpur-I,National,1997
3,Junaid Ahmad Soomro,PPP-SB,18649,26,203814,70295,2160,36%,NA-154 Shikarpur-I,National,1997
4,Iftikhar Soomro,IND,11771,16,203814,70295,2160,36%,NA-154 Shikarpur-I,National,1997
Winner,Ghous Bakhsh Khan Mehar,IND,27009,53,188091,49617,1533,27%,NA-155 Shikarpur-II,National,1997
2,Wahid Bakhsh Khan Bhayo,PPP,20038,39,188091,49617,1533,27%,NA-155 Shikarpur-II,National,1997
3,Abdul Qadir Ghumro,IND,970,2,188091,49617,1533,27%,NA-155 Shikarpur-II,National,1997
4,Agha Sher Khan,IND,584,1,188091,49617,1533,27%,NA-155 Shikarpur-II,National,1997
5,Agha Rafiuddin Khan,IND,311,1,188091,49617,1533,27%,NA-155 Shikarpur-II,National,1997
6,Agha Siraj Khan,IND,253,0,188091,49617,1533,27%,NA-155 Shikarpur-II,National,1997
7,Agha Arsillah Khan,IND,178,0,188091,49617,1533,27%,NA-155 Shikarpur-II,National,1997
8,Ghulam Rasool Abro,IND,151,0,188091,49617,1533,27%,NA-155 Shikarpur-II,National,1997
9,Agha Masihuddin Khan,IND,123,0,188091,49617,1533,27%,NA-155 Shikarpur-II,National,1997
Winner,Illahi Bakhsh Soomro,PML-N,33700,41,346057,78043,3952,24%,NA-156 Jacobabad-I,National,1997
2,Khawand Bakhsh Khoso,PPP,21000,26,346057,78043,3952,24%,NA-156 Jacobabad-I,National,1997
3,Mir Ahmad Nawaz Jakhrani,PPP-SB,14672,18,346057,78043,3952,24%,NA-156 Jacobabad-I,National,1997
4,Molvi Faiz M. Dool,JUI,4747,6,346057,78043,3952,24%,NA-156 Jacobabad-I,National,1997
5,Shafi Muhammad,IND,1447,2,346057,78043,3952,24%,NA-156 Jacobabad-I,National,1997
6,Kashmir Khan Jakhrani,IND,1444,2,346057,78043,3952,24%,NA-156 Jacobabad-I,National,1997
7,Ijaz Hussain Jakhrani,IND,774,1,346057,78043,3952,24%,NA-156 Jacobabad-I,National,1997
8,Asghar Ali Panhwar,IND,259,0,346057,78043,3952,24%,NA-156 Jacobabad-I,National,1997
Winner,Mir Hazar Khan,PPP-SB,41325,54,324298,73956,1940,23%,NA-157 Jacobabad-II,National,1997
2,Mir Imran Khan,PPP,21979,29,324298,73956,1940,23%,NA-157 Jacobabad-II,National,1997
3,Molana Mufti Ghulamullah,JUI,7264,10,324298,73956,1940,23%,NA-157 Jacobabad-II,National,1997
4,Mir Hussain Khan,PML-N,1756,2,324298,73956,1940,23%,NA-157 Jacobabad-II,National,1997
5,Mir Shabir Ali Khan,IND,1269,2,324298,73956,1940,23%,NA-157 Jacobabad-II,National,1997
6,Mir Nawab Din,JWP,363,0,324298,73956,1940,23%,NA-157 Jacobabad-II,National,1997
Winner,Ghulam Mustafa Khan Jatoi,NPP,49334,60,233448,81299,401,35%,NA-158 Naushero Feroze-I,National,1997
2,Haji Rehmatullah Behan,PPP,24405,30,233448,81299,401,35%,NA-158 Naushero Feroze-I,National,1997
3,Syed Mithal Shah,PML-N,4571,6,233448,81299,401,35%,NA-158 Naushero Feroze-I,National,1997
4,Molana Hafiz M. Hasan Bangsh,JUI,959,1,233448,81299,401,35%,NA-158 Naushero Feroze-I,National,1997
5,M. Younas Behan,IND,540,1,233448,81299,401,35%,NA-158 Naushero Feroze-I,National,1997
6,Khan M. Jamali,IND,284,0,233448,81299,401,35%,NA-158 Naushero Feroze-I,National,1997
7,Syed Zafar Ali Shah,IND,220,0,233448,81299,401,35%,NA-158 Naushero Feroze-I,National,1997
8,Dil Murad Jamali,IND,205,0,233448,81299,401,35%,NA-158 Naushero Feroze-I,National,1997
9,Ghulam Rasool Jatoi,IND,159,0,233448,81299,401,35%,NA-158 Naushero Feroze-I,National,1997
10,Zulfiqar Ali Bahan,SI,146,0,233448,81299,401,35%,NA-158 Naushero Feroze-I,National,1997
11,Masroor Khan Jatoi,PMI,117,0,233448,81299,401,35%,NA-158 Naushero Feroze-I,National,1997
12,Ghulam Qadir Chandio,IND,115,0,233448,81299,401,35%,NA-158 Naushero Feroze-I,National,1997
13,Mumtaz Ali Jamali,SNP,94,0,233448,81299,401,35%,NA-158 Naushero Feroze-I,National,1997
14,Arif Mustafa Jatoi,IND,76,0,233448,81299,401,35%,NA-158 Naushero Feroze-I,National,1997
15,Abdul Rashid,HPG,74,0,233448,81299,401,35%,NA-158 Naushero Feroze-I,National,1997
Winner,Asghar Ali Shah,PML-N,38080,33,272893,112180,1751,42%,NA-159 Naushero Feroze-II,National,1997
2,Khalid Mian Rajpar,PPP,28468,25,272893,112180,1751,42%,NA-159 Naushero Feroze-II,National,1997
3,Ghulam Rasool Jatoi,NPP,27454,24,272893,112180,1751,42%,NA-159 Naushero Feroze-II,National,1997
4,Zafar Ali Shah,PPP-SB,13536,12,272893,112180,1751,42%,NA-159 Naushero Feroze-II,National,1997
5,Abdul Sattar Abbasi,IND,2047,2,272893,112180,1751,42%,NA-159 Naushero Feroze-II,National,1997
6,M. Luqman Siyal,IND,981,1,272893,112180,1751,42%,NA-159 Naushero Feroze-II,National,1997
7,Ghulam Asghar Abbasi,IND,502,0,272893,112180,1751,42%,NA-159 Naushero Feroze-II,National,1997
8,Ghulam Murtaza Khan Jatoi,IND,282,0,272893,112180,1751,42%,NA-159 Naushero Feroze-II,National,1997
9,Arif Mustafa Jatoi,IND,221,0,272893,112180,1751,42%,NA-159 Naushero Feroze-II,National,1997
10,Munawar Ali Shah,IND,213,0,272893,112180,1751,42%,NA-159 Naushero Feroze-II,National,1997
11,Ghulam Hassan Abbasi,IND,149,0,272893,112180,1751,42%,NA-159 Naushero Feroze-II,National,1997
12,M. Sharif Malak,HPG,132,0,272893,112180,1751,42%,NA-159 Naushero Feroze-II,National,1997
13,Nadir Ali Rajpar,IND,115,0,272893,112180,1751,42%,NA-159 Naushero Feroze-II,National,1997
Winner,Syed Shaukat Hussain Shah,PML-N,37964,40,292541,92744,2580,33%,NA-160 Nawabshah-I,National,1997
2,Faryal Talpur,PPP,29634,31,292541,92744,2580,33%,NA-160 Nawabshah-I,National,1997
3,Abdul Raoof Khan,HPG,15163,16,292541,92744,2580,33%,NA-160 Nawabshah-I,National,1997
4,Syed Noor Ahmad Shah,PPP-SB,6200,7,292541,92744,2580,33%,NA-160 Nawabshah-I,National,1997
5,Kamran Azizullah Abro,IND,911,1,292541,92744,2580,33%,NA-160 Nawabshah-I,National,1997
6,Khan M. Khaskheli,IND,586,1,292541,92744,2580,33%,NA-160 Nawabshah-I,National,1997
7,Rais Illahi Bakhsh Dhari,IND,509,1,292541,92744,2580,33%,NA-160 Nawabshah-I,National,1997
8,Rao M. Yaqoob Khan,IND,358,0,292541,92744,2580,33%,NA-160 Nawabshah-I,National,1997
9,Mumtaz Ali Jamali,IND,354,0,292541,92744,2580,33%,NA-160 Nawabshah-I,National,1997
10,Syed Azam Hussain Shah,PMI,252,0,292541,92744,2580,33%,NA-160 Nawabshah-I,National,1997
11,Syed Nawaz Ali Shah,IND,225,0,292541,92744,2580,33%,NA-160 Nawabshah-I,National,1997
12,Inayat Ali Rind,IND,187,0,292541,92744,2580,33%,NA-160 Nawabshah-I,National,1997
13,M. Akram Mirza,PTI,178,0,292541,92744,2580,33%,NA-160 Nawabshah-I,National,1997
14,Khan M. Jamali,IND,150,0,292541,92744,2580,33%,NA-160 Nawabshah-I,National,1997
15,Hakim Ali Zardari,IND,73,0,292541,92744,2580,33%,NA-160 Nawabshah-I,National,1997
Winner,Syed Shabir Ahmad Shah,PML-N,40043,52,236326,74304,2817,33%,NA-161 Nawabshah-II,National,1997
2,Mushtaq Ahmad Rahu,PPP,26731,35,236326,74304,2817,33%,NA-161 Nawabshah-II,National,1997
3,Sardar Asif Illahi Dahri,PPP-SB,4570,6,236326,74304,2817,33%,NA-161 Nawabshah-II,National,1997
4,Sardar Jam Tamachi Unar,IND,850,1,236326,74304,2817,33%,NA-161 Nawabshah-II,National,1997
5,Faryal Talpur,IND,601,1,236326,74304,2817,33%,NA-161 Nawabshah-II,National,1997
6,Syed Photal Shah,IND,583,1,236326,74304,2817,33%,NA-161 Nawabshah-II,National,1997
7,Moula Bakhsh Khaskheli,IND,408,1,236326,74304,2817,33%,NA-161 Nawabshah-II,National,1997
8,Hakim Ali Zardari,IND,183,0,236326,74304,2817,33%,NA-161 Nawabshah-II,National,1997
9,Ghulam Mustafa Shah,IND,180,0,236326,74304,2817,33%,NA-161 Nawabshah-II,National,1997
10,Asim Kabeer,HPG,155,0,236326,74304,2817,33%,NA-161 Nawabshah-II,National,1997
Winner,Syed Ghous Ali Shah,PML-N,58136,46,333781,125942,105,38%,NA-162 Khairpur-I,National,1997
2,Syed Asad Ali Shah,PPP,50984,40,333781,125942,105,38%,NA-162 Khairpur-I,National,1997
3,Pir Syed Sibghatullah Shah,IND,7660,6,333781,125942,105,38%,NA-162 Khairpur-I,National,1997
4,Irshad Jilani,PPP-SB,4170,3,333781,125942,105,38%,NA-162 Khairpur-I,National,1997
5,Tahir Imtiaz Phulpoto,IND,1655,1,333781,125942,105,38%,NA-162 Khairpur-I,National,1997
6,Ariz M. Gopang,IND,1445,1,333781,125942,105,38%,NA-162 Khairpur-I,National,1997
7,Syed Shabbir Haider Shah,IND,833,1,333781,125942,105,38%,NA-162 Khairpur-I,National,1997
8,Tauseefullah Sheikh,PTI,286,0,333781,125942,105,38%,NA-162 Khairpur-I,National,1997
9,Syed Qaim Ali Shah,IND,209,0,333781,125942,105,38%,NA-162 Khairpur-I,National,1997
10,Syed Zahid Hussain Shah,IND,140,0,333781,125942,105,38%,NA-162 Khairpur-I,National,1997
11,Dr. Hassan Ali Solangi,IND,139,0,333781,125942,105,38%,NA-162 Khairpur-I,National,1997
12,Shafi M. Chandio,IND,132,0,333781,125942,105,38%,NA-162 Khairpur-I,National,1997
13,Syed Shakir Ali Shah,IND,90,0,333781,125942,105,38%,NA-162 Khairpur-I,National,1997
14,M. Ali Kalhoro,IND,63,0,333781,125942,105,38%,NA-162 Khairpur-I,National,1997
Winner,Pir Syed Fazal Ali Shah Gilani,PPP,53498,43,337785,121020,2447,37%,NA-163 Khairpur-cum-Sukkur,National,1997
2,Syed Saderuddin Shah,IND,45804,37,337785,121020,2447,37%,NA-163 Khairpur-cum-Sukkur,National,1997
3,Pir Syed Niaz Hussain Shah Jilani,PML-N,15267,12,337785,121020,2447,37%,NA-163 Khairpur-cum-Sukkur,National,1997
4,Makhdoom M. Rafiq,PPP-SB,3718,3,337785,121020,2447,37%,NA-163 Khairpur-cum-Sukkur,National,1997
5,Fakir Bakhat Ali Hisbani,UNA,1770,1,337785,121020,2447,37%,NA-163 Khairpur-cum-Sukkur,National,1997
6,Pir Syed Haji Gul Shah Jilani,IND,495,0,337785,121020,2447,37%,NA-163 Khairpur-cum-Sukkur,National,1997
7,Syed Shakir Ali Shah,IND,373,0,337785,121020,2447,37%,NA-163 Khairpur-cum-Sukkur,National,1997
8,Pir Syed Ashiq Mohyuddin Shah,IND,95,0,337785,121020,2447,37%,NA-163 Khairpur-cum-Sukkur,National,1997
Winner,Begum Nusrat Bhutto,PPP,39045,41,283871,92587,1762,33%,NA-164 Larkana-I,National,1997
2,Altaf Hussain Unar,IND,22269,24,283871,92587,1762,33%,NA-164 Larkana-I,National,1997
3,Ghinwa Bhutto,PPP-SB,20528,22,283871,92587,1762,33%,NA-164 Larkana-I,National,1997
4,Rasheeda Khuhro,PML-N,6301,7,283871,92587,1762,33%,NA-164 Larkana-I,National,1997
5,Ashraf Khatoon Abbasi,IND,2004,2,283871,92587,1762,33%,NA-164 Larkana-I,National,1997
6,Molvi Ali Muhammad,JUI,1002,1,283871,92587,1762,33%,NA-164 Larkana-I,National,1997
7,Khaksar Sabiha Sultana,KT,797,1,283871,92587,1762,33%,NA-164 Larkana-I,National,1997
8,Moula Bakhsh Junejo,PTI,347,0,283871,92587,1762,33%,NA-164 Larkana-I,National,1997
9,Nisar Ahmad Khuhro,IND,197,0,283871,92587,1762,33%,NA-164 Larkana-I,National,1997
10,Abdul Sattar Morio,IND,97,0,283871,92587,1762,33%,NA-164 Larkana-I,National,1997
Winner,Shabbir Ahmad Chandio,PPP,35377,44,244530,77437,3316,33%,NA-165 Larkana-II,National,1997
2,Ghinwa Bhutto,PPP-SB,24085,30,244530,77437,3316,33%,NA-165 Larkana-II,National,1997
3,Altaf Hussain Tunio,PML-N,12820,16,244530,77437,3316,33%,NA-165 Larkana-II,National,1997
4,Molana M. Siddiq Mugheri,JUI,2913,4,244530,77437,3316,33%,NA-165 Larkana-II,National,1997
5,Khaksar Tariq Masood Mughal,KT,1280,2,244530,77437,3316,33%,NA-165 Larkana-II,National,1997
6,Ashraf Khatoon,IND,532,1,244530,77437,3316,33%,NA-165 Larkana-II,National,1997
